Date;SBA;OAK;BUR;FAT;LAX;SMF;SAN;SFO;SJC
2017-09-25;49;51;57;55;85;46;62;56;55
2017-09-26;51;52;59;59;81;52;63;60;58
2017-09-27;51;55;59;60;78;52;64;58;61
2017-09-28;53;54;60;60;78;52;63;59;59
2017-09-29;52;56;62;60;78;59;63;56;57
2017-09-30;56;55;62;61;76;51;66;57;58
2017-10-01;51;50;62;58;75;56;66;54;55
2017-10-02;53;50;60;50;75;52;67;54;53
2017-10-03;50;51;60;51;73;40;66;56;49
2017-10-04;45;48;53;49;74;42;63;59;51
2017-10-05;45;48;55;51;78;41;61;62;50
2017-10-06;46;47;56;50;86;44;60;58;51
2017-10-07;50;50;62;53;87;47;61;57;52
2017-10-08;49;49;59;55;78;50;65;57;52
2017-10-09;53;56;61;50;84;58;64;56;57
2017-10-10;48;50;57;53;78;46;59;54;53
2017-10-11;49;48;56;51;70;48;62;53;51
2017-10-12;53;45;58;46;71;44;66;52;45
2017-10-13;47;43;55;48;72;41;64;50;45
2017-10-14;46;44;54;47;78;48;61;53;48
2017-10-15;46;46;58;47;95;42;60;54;48
2017-10-16;47;46;64;50;90;44;65;53;52
2017-10-17;52;49;63;53;89;45;67;60;54
2017-10-18;58;42;66;53;80;42;67;53;51
2017-10-19;50;53;60;48;73;52;66;51;55
2017-10-20;58;50;62;52;71;44;65;50;54
2017-10-21;47;44;53;45;76;40;61;50;47
2017-10-22;46;47;56;48;87;42;59;52;50
2017-10-23;49;50;62;49;101;49;62;52;54
2017-10-24;55;60;74;54;104;49;66;56;58
2017-10-25;53;54;67;56;100;50;69;50;57
2017-10-26;51;52;63;56;90;49;66;48;57
2017-10-27;49;50;60;57;77;48;59;54;58
2017-10-28;53;50;58;57;70;50;64;54;55
2017-10-29;58;53;52;55;71;48;64;51;56
2017-10-30;57;54;60;54;69;51;63;52;55
2017-10-31;60;48;60;48;69;43;63;56;53
2017-11-01;58;46;62;48;69;42;64;64;48
2017-11-02;59;46;60;50;68;51;61;62;49
2017-11-03;51;53;58;56;71;56;59;61;57
2017-11-04;48;50;53;56;69;47;58;54;45
2017-11-05;52;46;57;47;69;43;60;52;44
2017-11-06;51;45;56;41;69;42;58;53;46
2017-11-07;48;40;57;41;72;37;61;55;41
2017-11-08;47;46;54;46;74;43;58;52;51
2017-11-09;49;53;56;52;70;55;62;50;55
2017-11-10;47;49;53;53;69;51;57;50;52
2017-11-11;45;50;49;47;70;40;56;58;50
2017-11-12;47;48;51;49;68;45;58;50;48
2017-11-13;43;53;48;44;70;51;59;46;51
2017-11-14;48;49;51;48;74;45;55;51;53
2017-11-15;49;51;54;49;76;51;56;46;51
2017-11-16;56;52;58;62;76;55;61;52;56
2017-11-17;48;42;58;47;70;45;61;59;48
2017-11-18;43;39;51;43;76;37;57;55;40
2017-11-19;40;38;49;41;76;36;52;54;42
2017-11-20;44;54;49;48;72;52;53;50;56
2017-11-21;51;54;57;51;79;50;56;55;53
2017-11-22;49;50;60;46;94;47;59;52;51
2017-11-23;48;53;60;49;91;49;62;54;56
2017-11-24;46;52;58;51;82;50;60;53;58
2017-11-25;49;53;57;48;82;48;54;51;52
2017-11-26;54;56;53;52;65;54;55;43;58
2017-11-27;47;45;51;44;67;44;55;46;48
2017-11-28;38;40;46;39;77;38;50;55;42
2017-11-29;40;41;48;40;74;41;57;55;44
2017-11-30;37;42;45;39;72;36;55;54;41
2017-12-01;40;41;50;39;69;33;55;57;42
2017-12-02;40;41;;39;71;36;55;56;44
2017-12-03;43;44;;41;67;42;59;56;46
2017-12-04;36;37;45;35;73;42;54;53;45
2017-12-05;29;39;57;33;74;34;47;50;43
2017-12-06;31;37;56;33;75;31;49;46;38
2017-12-07;37;42;55;32;80;30;48;48;36
2017-12-08;37;36;49;34;78;33;50;46;40
2017-12-09;38;36;47;34;86;29;51;46;39
2017-12-10;42;36;48;34;85;29;53;48;36
2017-12-11;38;35;50;32;83;28;54;49;39
2017-12-12;36;33;44;34;82;30;50;51;37
2017-12-13;34;34;48;34;80;27;49;47;35
2017-12-14;34;34;45;33;72;28;48;42;39
2017-12-15;35;37;48;35;81;31;49;45;37
2017-12-16;45;40;51;38;66;40;53;43;43
2017-12-17;36;42;53;36;74;36;50;43;46
2017-12-18;34;37;46;34;72;33;49;42;40
2017-12-19;37;35;44;35;67;31;48;44;37
2017-12-20;40;43;42;36;60;36;47;42;41
2017-12-21;34;36;42;32;62;32;48;41;35
2017-12-22;28;31;35;29;64;29;41;43;34
2017-12-23;33;40;41;35;65;36;45;44;38
2017-12-24;41;41;44;40;71;38;47;49;45
2017-12-25;40;41;42;40;67;35;45;48;41
2017-12-26;39;36;44;41;64;29;47;44;40
2017-12-27;39;36;44;35;74;32;50;43;38
2017-12-28;36;36;46;36;72;30;49;47;38
2017-12-29;39;39;48;36;79;31;49;40;38
2017-12-30;38;35;45;34;68;29;49;38;37
2017-12-31;44;39;48;40;71;33;50;43;44
2018-01-01;39;39;45;37;67;37;51;47;43
2018-01-02;42;44;52;42;76;34;54;44;48
2018-01-03;40;40;54;42;76;39;56;43;47
2018-01-04;55;52;52;50;74;50;54;43;53
2018-01-05;52;52;53;51;69;49;56;43;54
2018-01-06;55;42;57;49;64;40;59;44;47
2018-01-07;49;41;50;49;69;34;56;43;46
2018-01-08;57;47;59;54;67;47;61;45;52
2018-01-09;52;50;48;52;63;51;56;45;51
2018-01-10;48;43;44;46;64;41;55;50;45
2018-01-11;44;51;46;43;67;39;51;51;53
2018-01-12;43;46;48;43;67;39;51;52;49
2018-01-13;41;40;48;48;86;42;52;53;43
2018-01-14;45;44;52;47;83;47;56;48;45
2018-01-15;42;43;49;45;64;46;52;47;46
2018-01-16;45;53;51;46;68;49;54;51;53
